ban1,ban2,ban3,ban4,ban5,champion,league,player,position,side,split,team,url,week,a,airdrakes,ckpm,csat10,csat15,csdat10,csdat15,cspm,d,date,dmgshare,dmgtochamps,dmgtochampsperminute,doubles,earnedgoldshare,earnedgpm,earthdrakes,elders,elementals,fb,fbaron,fbarontime,fbassist,fbtime,fbvictim,fd,fdtime,firedrakes,firstmidouter,firsttothreetowers,ft,fttime,game,gameid,gamelength,gdat10,gdat15,goldat10,goldat15,goldspent,gspd,heraldkills,invisiblewardclearrate,k,kpm,minionkills,monsterkills,monsterkillsenemyjungle,monsterkillsownjungle,okpm,oppbaronkills,oppcsat10,oppcsat15,oppdragkills,oppelders,oppelementals,oppgoldat10,oppgoldat15,oppheraldkills,opptowerkills,oppxpat10,patchno,pentas,playerid,quadras,result,teambaronkills,teamdeaths,teamdragkills,teamkills,teamtowerkills,totalgold,triples,visiblewardclearrate,visionwardbuys,visionwards,wardkills,wards,wardshare,waterdrakes,wcpm,wpm,xpat10,xpdat10
Pantheon,Syndra,Xayah,Elise,Ornn,Gragas,WC,BeryL,Support,Red,2019-W,Damwon Gaming,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1072194?gameHash=730fdaba0c22fc09,QF,5,0,"0,804721030",4,11,-13,-23,"0,675965665",4,"43765,484768519","0,125308619",6598,"212,381974249",0,"0,079765231","81,979828326",0,0,0,0,0,"28,1592",0,"3,04825",0,0,"10,36345",0,0,0,1,"13,700933333",3,1072194,"31,066666667",-297,-394,2259,3635,6550,"-0,073529412",1,,0,0,21,0,0,0,"0,032188841",1,17,34,2,0,0,2556,4029,0,10,2759,"9,19",0,10,0,0,0,18,2,7,2,6625,0,,24,23,18,56,"0,434108527",0,"0,579399142","1,802575107",2502,-257
Pantheon,Syndra,Xayah,Elise,Ornn,Jayce,WC,Nuguri,Top,Red,2019-W,Damwon Gaming,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1072194?gameHash=730fdaba0c22fc09,QF,3,0,"0,804721030",90,136,15,15,"9,399141631",4,"43765,484768519","0,293121130",15434,"496,802575107",0,"0,256781880","263,911158798",0,0,0,0,0,"28,1592",0,"3,04825",0,0,"10,36345",0,0,0,1,"13,700933333",3,1072194,"31,066666667",914,745,3980,6093,10725,"-0,057329167",1,,1,"0,032188841",268,24,0,20,"0,064377682",1,75,121,2,0,0,3066,5348,0,10,4300,"9,19",0,6,0,0,0,18,2,7,2,12277,0,,3,3,7,15,"0,116279070",0,"0,225321888","0,482832618",4992,692
Pantheon,Syndra,Xayah,Elise,Ornn,Corki,WC,ShowMaker,Middle,Red,2019-W,Damwon Gaming,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1072194?gameHash=730fdaba0c22fc09,QF,1,0,"0,804721030",85,139,-16,-11,"9,881974249",2,"43765,484768519","0,334295590",17602,"566,587982833",1,"0,294897461","303,084978541",0,0,0,0,0,"28,1592",0,"3,04825",0,0,"10,36345",0,0,0,1,"13,700933333",3,1072194,"31,066666667",-214,915,4027,6867,13133,"0,092241517",1,,4,"0,128755365",281,26,1,23,"0,064377682",1,101,150,2,0,1,4241,5952,0,10,5244,"9,19",0,8,0,0,0,18,2,7,2,13494,0,,8,8,9,18,"0,139534884",0,"0,289699571","0,579399142",4579,-665
Pantheon,Syndra,Xayah,Elise,Ornn,Lee Sin,WC,Canyon,Jungle,Red,2019-W,Damwon Gaming,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1072194?gameHash=730fdaba0c22fc09,QF,2,1,"0,804721030",60,89,12,4,"4,860515021",4,"43765,484768519","0,121073423",6375,"205,203862661",0,"0,171029653","175,778111588",1,0,2,0,0,"28,1592",0,"3,04825",0,0,"10,36345",0,0,0,1,"13,700933333",3,1072194,"31,066666667",-543,-288,3147,5421,9200,"-0,139064475",1,,2,"0,064377682",34,117,8,76,"0,128755365",1,48,85,2,0,1,3690,5709,0,10,3365,"9,19",0,7,0,0,0,18,2,7,2,9539,0,,19,17,13,27,"0,209302326",0,"0,418454936","0,869098712",3323,-42
Pantheon,Twisted Fate,Veigar,Leona,Rakan,Ezreal,WC,Uzi,ADC,Red,2019-W,Royal Never Give Up,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1071675?gameHash=5e44f50fc8fbf487,G,1,0,"0,431876607",85,131,0,-20,"9,840616967",1,"43757,489074074","0,548945629",18769,"578,992287918",0,"0,327119362","285,920822622",0,0,0,0,0,"21,93155",0,"2,84705",0,0,"12,56105",0,0,0,1,"12,985116667","7,6",1071675,"32,416666667",-392,-1218,3790,5901,13658,"-0,171803366",1,,2,"0,061696658",287,32,0,25,"0,154241645",2,85,151,4,0,1,4182,7119,0,11,3732,"9,19",0,9,0,0,0,11,0,3,2,13512,0,,9,9,13,18,"0,128571429",0,"0,401028278","0,555269923",3449,-283
Pantheon,Twisted Fate,Veigar,Leona,Rakan,Lee Sin,WC,Karsa,Jungle,Red,2019-W,Royal Never Give Up,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1071675?gameHash=5e44f50fc8fbf487,G,0,0,"0,431876607",55,90,7,13,"3,948586118",3,"43757,489074074","0,098125238",3355,"103,496143959",0,"0,134418014","117,488946015",0,0,0,0,0,"21,93155",0,"2,84705",0,0,"12,56105",0,0,0,1,"12,985116667","7,6",1071675,"32,416666667",-113,14,3281,4881,7575,"-0,167523435",1,,1,"0,030848329",27,101,4,76,"0,061696658",2,48,77,4,0,2,3394,4867,0,11,2981,"9,19",0,7,0,0,0,11,0,3,2,8052,0,,14,12,15,38,"0,271428571",0,"0,462724936","1,172236504",2852,-129
Pantheon,Twisted Fate,Veigar,Leona,Rakan,Ryze,WC,xiaohu,Middle,Red,2019-W,Royal Never Give Up,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1071675?gameHash=5e44f50fc8fbf487,G,1,0,"0,431876607",87,149,-8,-6,"8,791773779",3,"43757,489074074","0,064578398",2208,"68,113110540",0,"0,233556857","204,141902314",0,0,0,0,0,"21,93155",0,"2,84705",0,0,"12,56105",0,0,0,1,"12,985116667","7,6",1071675,"32,416666667",-874,-1000,3331,5451,10325,"-0,235042735",1,,0,0,265,20,0,13,"0,061696658",2,95,155,4,0,0,4205,6451,0,11,4729,"9,19",0,8,0,0,0,11,0,3,2,10861,0,,5,5,4,13,"0,092857143",0,"0,123393316","0,401028278",4470,-259
Pantheon,Twisted Fate,Veigar,Leona,Rakan,Gnar,WC,Langx,Top,Red,2019-W,Royal Never Give Up,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1071675?gameHash=5e44f50fc8fbf487,G,0,0,"0,431876607",75,119,9,9,"7,773778920",1,"43757,489074074","0,187417742",6408,"197,676092545",0,"0,222051246","194,085347044",0,0,0,0,0,"21,93155",0,"2,84705",0,0,"12,56105",0,0,0,1,"12,985116667","7,6",1071675,"32,416666667",224,285,3185,4924,10650,"-0,111534711",1,,0,0,240,12,0,12,"0,030848329",2,66,110,4,0,1,2961,4639,0,11,4191,"9,19",0,6,0,0,0,11,0,3,2,10535,0,,4,4,5,14,"0,1",0,"0,154241645","0,431876607",4312,121
Pantheon,Syndra,Xayah,Elise,Ornn,,WC,Team,Team,Red,2019-W,Damwon Gaming,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1072194?gameHash=730fdaba0c22fc09,QF,15,1,"0,804721030",292,465,-28,-56,"32,124463519",18,"43765,484768519",,52654,"1694,871244635",,,"1027,763948498",1,0,2,0,0,"28,1592",0,"3,04825",1,0,"10,36345",0,0,0,1,"13,700933333",3,1072194,"31,066666667",-1811,-546,15967,26835,49058,"-0,108443142",1,"0,292307692",7,"0,225321888",822,176,9,127,"0,579399142",1,320,521,2,0,2,17778,27381,0,10,18781,"9,19",,200,,0,0,18,2,7,2,52320,,"0,468085106",60,57,54,129,1,0,"1,738197425","4,152360515",18012,-769
Pantheon,Twisted Fate,Veigar,Leona,Rakan,,WC,Team,Team,Red,2019-W,Royal Never Give Up,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1071675?gameHash=5e44f50fc8fbf487,G,5,0,"0,431876607",309,501,0,-18,"30,971722365",11,"43757,489074074",,34191,"1054,735218509",,,"874,056555270",0,0,0,0,0,"21,93155",0,"2,84705",1,0,"12,56105",0,0,0,1,"12,985116667","7,6",1071675,"32,416666667",-1562,-2005,15695,24651,48183,"-0,171440499",1,"0,36",3,"0,092544987",839,165,4,126,"0,339331620",2,309,519,4,0,4,17257,26656,0,11,17898,"9,19",,200,,0,0,11,0,3,2,49551,,"0,511111111",51,48,48,140,1,0,"1,480719794","4,318766067",17545,-353
Pantheon,Syndra,Xayah,Elise,Ornn,Yasuo,WC,Nuclear,ADC,Red,2019-W,Damwon Gaming,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1072194?gameHash=730fdaba0c22fc09,QF,4,0,"0,804721030",53,90,-26,-41,"7,306866953",4,"43765,484768519","0,126201238",6645,"213,894849785",0,"0,197525776","203,009871245",0,0,0,0,0,"28,1592",0,"3,04825",1,0,"10,36345",0,0,0,1,"13,700933333",3,1072194,"31,066666667",-1671,-1524,2554,4819,9450,"-0,368932039",1,,0,0,218,9,0,8,"0,289699571",1,79,131,2,0,0,4225,6343,0,10,3113,"9,19",0,9,0,0,0,18,2,7,2,10385,0,,6,6,7,13,"0,100775194",0,"0,225321888","0,418454936",2616,-497
Pantheon,Twisted Fate,Veigar,Leona,Rakan,Lulu,WC,Ming,Support,Red,2019-W,Royal Never Give Up,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1071675?gameHash=5e44f50fc8fbf487,G,3,0,"0,431876607",7,12,-8,-14,"0,616966581",3,"43757,489074074","0,100932994",3451,"106,457583548",0,"0,082854521","72,419537275",0,0,0,0,0,"21,93155",0,"2,84705",1,0,"12,56105",0,0,0,1,"12,985116667","7,6",1071675,"32,416666667",-407,-86,2108,3494,5975,"-0,165067179",1,,0,0,20,0,0,0,"0,030848329",2,15,26,4,0,0,2515,3580,0,11,2265,"9,19",0,10,0,0,0,11,0,3,2,6591,0,,19,18,11,57,"0,407142857",0,"0,339331620","1,758354756",2462,197
Renekton,Qiyana,Akali,Vladimir,Irelia,Kai'Sa,WC,Doublelift,ADC,Blue,2019-W,Team Liquid,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1071705?gameHash=1d939a1470f2f117,G,2,0,"0,495356037",71,121,-9,-12,"9,411764706",2,"43758,324004630","0,291720899",5155,"159,597523220",0,"0,309397968","295,847678019",0,0,0,0,0,"25,581633333",0,"5,907683333",0,0,"5,843716667",0,0,0,1,"12,2302","8,2",1071705,"32,3",-1149,-520,3000,5790,13350,"-0,013023256",0,,2,"0,061919505",292,12,0,10,"0,123839009",1,80,133,5,0,0,4149,6310,1,10,3694,"9,19",0,4,0,0,0,13,0,4,2,13785,0,,2,2,8,10,"0,087719298",0,"0,247678019","0,309597523",2854,-840
Renekton,Qiyana,Akali,Vladimir,Irelia,Anivia,WC,Jensen,Middle,Blue,2019-W,Team Liquid,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1071705?gameHash=1d939a1470f2f117,G,0,0,"0,495356037",86,157,-17,-6,"11,207430341",2,"43758,324004630","0,198913474",3515,"108,823529412",0,"0,277764899","265,6",0,0,0,0,0,"25,581633333",0,"5,907683333",0,0,"5,843716667",0,0,0,1,"12,2302","8,2",1071705,"32,3",-872,-1394,3453,5824,11575,"-0,233363858",0,,1,"0,030959752",338,24,4,20,"0,154798762",1,103,163,5,0,0,4325,7218,1,10,5214,"9,19",0,3,0,0,0,13,0,4,2,12808,0,,7,5,7,12,"0,105263158",0,"0,216718266","0,371517028",4453,-761
Renekton,Qiyana,Akali,Vladimir,Irelia,Nautilus,WC,CoreJJ,Support,Blue,2019-W,Team Liquid,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1071705?gameHash=1d939a1470f2f117,G,2,0,"0,495356037",13,24,10,18,"1,702786378",2,"43758,324004630","0,068756720",1215,"37,616099071",0,"0,092110836","88,076780186",0,0,0,0,0,"25,581633333",0,"5,907683333",0,0,"5,843716667",0,0,0,1,"12,2302","8,2",1071705,"32,3",-249,-75,2054,3725,6925,"-0,089655172",0,,0,0,55,0,0,0,0,1,3,6,5,0,0,2303,3800,1,10,2919,"9,19",0,5,0,0,0,13,0,4,2,7074,0,,17,15,14,58,"0,508771930",0,"0,433436533","1,795665635",2389,-530
Renekton,Qiyana,Akali,Vladimir,Irelia,Sion,WC,Impact,Top,Blue,2019-W,Team Liquid,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1071705?gameHash=1d939a1470f2f117,G,3,0,"0,495356037",71,106,-2,-9,"6,718266254",4,"43758,324004630","0,236998472",4188,"129,659442724",0,"0,170432632","162,968421053",0,0,0,0,0,"25,581633333",0,"5,907683333",0,0,"5,843716667",0,0,0,1,"12,2302","8,2",1071705,"32,3",-30,-993,3226,4747,9100,"-0,398239824",0,,0,0,207,10,0,7,"0,030959752",1,73,115,5,0,1,3256,5740,1,10,3862,"9,19",0,1,0,0,0,13,0,4,2,9493,0,,8,8,16,18,"0,157894737",0,"0,495356037","0,557275542",4105,243
Renekton,Qiyana,Akali,Vladimir,Irelia,,WC,Team,Team,Blue,2019-W,Team Liquid,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1071705?gameHash=1d939a1470f2f117,G,8,0,"0,495356037",294,489,-21,-13,"33,405572755",13,"43758,324004630",,17671,"547,089783282",,,"956,204334365",0,0,0,0,0,"25,581633333",0,"5,907683333",1,0,"5,843716667",0,0,0,1,"12,2302","8,2",1071705,"32,3",-2507,-2516,14736,25288,49150,"-0,183548456",0,"0,245283019",4,"0,123839009",925,154,9,118,"0,371517028",1,315,502,5,0,5,17243,27804,1,10,18792,"9,19",,100,,0,0,13,0,4,2,52031,,"0,476923077",41,37,59,114,1,0,"1,826625387","3,529411765",16975,-1817
Renekton,Qiyana,Akali,Vladimir,Irelia,Lee Sin,WC,Xmithie,Jungle,Blue,2019-W,Team Liquid,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1071705?gameHash=1d939a1470f2f117,G,1,0,"0,495356037",53,81,-3,-4,"4,365325077",3,"43758,324004630","0,203610435",3598,"111,393188854",0,"0,150293666","143,711455108",0,0,0,0,0,"25,581633333",0,"5,907683333",1,0,"5,843716667",0,0,0,1,"12,2302","8,2",1071705,"32,3",-207,466,3003,5202,8200,"-0,170153417",0,,1,"0,030959752",33,108,5,81,"0,061919505",1,56,85,5,0,4,3210,4736,1,10,3103,"9,19",0,2,0,0,0,13,0,4,2,8871,0,,7,7,14,16,"0,140350877",0,"0,433436533","0,495356037",3174,71
Pantheon,Ryze,Xayah,Lucian,Kalista,Gragas,WC,Ning,Jungle,Red,2019-W,Invictus Gaming,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1072304?gameHash=aff4bd022409947a,SF,3,0,"0,914956012",54,74,4,-18,"4,398826979",7,"43771,244050926","0,105658850",3654,"128,586510264",0,"0,183584110","167,021700880",0,0,0,0,0,"26,04115",0,"7,667366667",0,0,"12,221933333",0,0,0,1,"15,419333333",1,1072304,"28,416666667",554,366,3327,5194,8160,"-0,023016354",0,,2,"0,070381232",22,103,4,78,"0,035190616",1,50,92,3,0,3,2773,4828,1,9,2700,"9,19",0,7,0,0,0,17,0,9,1,8500,0,,15,13,13,33,"0,279661017",0,"0,457478006","1,161290323",3360,660
Pantheon,Ryze,Xayah,Lucian,Kalista,Alistar,WC,Baolan,Support,Red,2019-W,Invictus Gaming,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1072304?gameHash=aff4bd022409947a,SF,2,0,"0,914956012",14,24,-1,-3,"1,372434018",3,"43771,244050926","0,057947546",2004,"70,521994135",0,"0,074041697","67,361876833",0,0,0,0,0,"26,04115",0,"7,667366667",0,0,"12,221933333",0,0,0,1,"15,419333333",1,1072304,"28,416666667",-74,-176,2057,3219,5600,"-0,189898990",0,,1,"0,035190616",39,0,0,0,"0,070381232",1,15,27,3,0,0,2131,3395,1,9,1936,"9,19",0,10,0,0,0,17,0,9,1,5668,0,,20,19,13,51,"0,432203390",0,"0,457478006","1,794721408",2238,302
Pantheon,Ryze,Xayah,Lucian,Kalista,Quinn,WC,TheShy,Top,Red,2019-W,Invictus Gaming,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1072304?gameHash=aff4bd022409947a,SF,3,0,"0,914956012",71,119,4,9,"6,967741935",4,"43771,244050926","0,298383599",10319,"363,131964809",0,"0,177588674","161,567155425",0,0,0,0,0,"26,04115",0,"7,667366667",0,0,"12,221933333",0,0,0,1,"15,419333333",1,1072304,"28,416666667",-38,15,2969,4731,7725,"0,036914964",0,,0,0,178,20,0,16,0,1,67,110,3,0,0,3007,4716,1,9,4159,"9,19",0,6,0,0,0,17,0,9,1,8345,0,,3,3,2,12,"0,101694915",0,"0,070381232","0,422287390",4182,23
Pantheon,Ryze,Xayah,Lucian,Kalista,Varus,WC,JackeyLove,ADC,Red,2019-W,Invictus Gaming,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1072304?gameHash=aff4bd022409947a,SF,0,0,"0,914956012",83,141,-14,5,"10,170087977",1,"43771,244050926","0,245380678",8486,"298,627565982",1,"0,319158318","290,364809384",0,0,0,1,0,"26,04115",0,"7,667366667",0,0,"12,221933333",0,0,0,1,"15,419333333",1,1072304,"28,416666667",-179,716,3563,6506,12025,"-0,024640657",0,,4,"0,140762463",276,13,0,13,"0,140762463",1,97,136,3,0,0,3742,5790,1,9,3795,"9,19",0,9,0,0,0,17,0,9,1,12005,0,,3,3,7,10,"0,084745763",0,"0,246334311","0,351906158",3274,-521
Pantheon,Ryze,Xayah,Lucian,Kalista,Syndra,WC,RooKie,Middle,Red,2019-W,Invictus Gaming,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1072304?gameHash=aff4bd022409947a,SF,5,0,"0,914956012",84,138,9,26,"7,741935484",2,"43771,244050926","0,292629327",10120,"356,129032258",0,"0,245627200","223,467448680",0,0,0,0,0,"26,04115",1,"7,667366667",0,0,"12,221933333",0,0,0,1,"15,419333333",1,1072304,"28,416666667",313,397,3549,5931,9635,"-0,107072692",0,,2,"0,070381232",210,10,4,6,"0,351906158",1,75,112,3,0,0,3236,5534,1,9,4549,"9,19",0,8,0,0,0,17,0,9,1,10104,0,,8,8,5,12,"0,101694915",0,"0,175953079","0,422287390",4810,261
Pantheon,Ryze,Xayah,Lucian,Kalista,,WC,Team,Team,Red,2019-W,Invictus Gaming,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1072304?gameHash=aff4bd022409947a,SF,13,0,"0,914956012",306,496,2,19,"30,651026393",17,"43771,244050926",,34583,"1216,997067449",,,"909,782991202",0,0,0,1,0,"26,04115",1,"7,667366667",0,0,"12,221933333",0,0,0,1,"15,419333333",1,1072304,"28,416666667",576,1318,15465,25581,43145,"-0,055765223",0,"0,293103448",9,"0,316715543",725,146,8,113,"0,598240469",1,304,477,3,0,3,14889,24263,1,9,17139,"9,19",,200,,0,0,17,0,9,1,44622,,"0,384615385",49,46,40,118,1,0,"1,407624633","4,152492669",17864,725
Pantheon,Akali,Kai'Sa,Renekton,Elise,Cho'gath,WC,Ziv,Top,Red,2019-W,AHQ e-Sports Club,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1071716?gameHash=ef3dd4b5aa164f5e,G,0,0,"0,581583199",86,141,5,5,"7,366720517",1,"43758,363368056","0,233747478",11006,"355,605815832",0,"0,204535198","177,483683360",0,0,0,0,0,"27,849233333",0,"3,902533333",0,0,"14,100133333",0,1,0,0,"14,538","8,3",1071716,"30,95",-835,-1281,3188,4892,9350,"-0,321590450",1,,2,"0,064620355",228,0,0,0,"0,096930533",1,81,136,3,0,0,4023,6173,0,9,5025,"9,19",0,6,0,0,0,12,0,6,1,9557,0,,6,6,6,17,"0,175257732",0,"0,193861066","0,549273021",4758,-267
Pantheon,Elise,Akali,Ezreal,Blitzcrank,Kai'Sa,WC,Kobbe,ADC,Red,2019-W,Splyce,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1062070?gameHash=2c41fb9c35e9f25b,QF,2,0,"0,846394984",79,128,-7,-8,"8,777429467",2,"43765,352118056","0,348763114",13464,"422,068965517",0,"0,300522142","286,515360502",0,0,0,0,0,"27,069066667",0,"4,7876",0,0,"7,292916667",0,1,0,0,"17,356066667",4,1062070,"31,9",162,450,3409,5427,11400,"-0,160919540",1,,6,"0,188087774",257,23,0,22,"0,188087774",1,86,136,4,0,1,3247,4977,0,9,3065,"9,19",0,9,0,0,0,17,1,10,1,13320,0,,2,2,15,9,"0,078947368",0,"0,470219436","0,282131661",3189,124
Pantheon,Elise,Akali,Ezreal,Blitzcrank,Taliyah,WC,Xerxe,Jungle,Red,2019-W,Splyce,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1062070?gameHash=2c41fb9c35e9f25b,QF,5,0,"0,846394984",50,75,8,9,"4,639498433",2,"43765,352118056","0,203963217",7874,"246,833855799",0,"0,163114700","155,512225705",0,0,0,0,0,"27,069066667",0,"4,7876",0,0,"7,292916667",0,1,0,0,"17,356066667",4,1062070,"31,9",-20,-206,2855,4314,8925,"-0,054495913",1,,1,"0,031347962",26,122,16,84,"0,094043887",1,42,66,4,0,2,2875,4520,0,9,2790,"9,19",0,7,0,0,0,17,1,10,1,9141,0,,11,10,8,23,"0,201754386",0,"0,250783699","0,721003135",2974,184
Pantheon,Elise,Akali,Ezreal,Blitzcrank,Syndra,WC,Humanoid,Middle,Red,2019-W,Splyce,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1062070?gameHash=2c41fb9c35e9f25b,QF,2,0,"0,846394984",95,153,11,20,"8,401253918",4,"43765,352118056","0,229115400",8845,"277,272727273",0,"0,237523181","226,452664577",0,0,0,0,0,"27,069066667",0,"4,7876",0,0,"7,292916667",0,1,0,0,"17,356066667",4,1062070,"31,9",113,615,3313,5439,11575,"0,092655367",1,,2,"0,062695925",256,12,0,12,"0,094043887",1,84,133,4,0,1,3200,4824,0,9,4853,"9,19",0,8,0,0,0,17,1,10,1,11404,0,,7,5,9,15,"0,131578947",0,"0,282131661","0,470219436",4759,-94
Pantheon,Elise,Akali,Ezreal,Blitzcrank,Thresh,WC,Norskeren,Support,Red,2019-W,Splyce,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1062070?gameHash=2c41fb9c35e9f25b,QF,6,0,"0,846394984",4,9,-10,-15,"0,595611285",3,"43765,352118056","0,051910374",2004,"62,821316614",0,"0,091928505","87,643887147",0,0,0,0,0,"27,069066667",0,"4,7876",0,0,"7,292916667",0,1,0,0,"17,356066667",4,1062070,"31,9",213,183,2284,3237,6925,"-0,035460993",1,,0,0,19,0,0,0,0,1,14,24,4,0,0,2071,3054,0,9,2593,"9,19",0,10,0,0,0,17,1,10,1,6976,0,,15,14,17,48,"0,421052632",0,"0,532915361","1,504702194",2580,-13
Pantheon,Akali,Kai'Sa,Renekton,Elise,Lissandra,WC,Rainbow,Middle,Red,2019-W,AHQ e-Sports Club,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1071716?gameHash=ef3dd4b5aa164f5e,G,3,0,"0,581583199",87,139,2,-3,"7,754442649",4,"43758,363368056","0,220537326",10384,"335,508885299",0,"0,228998458","198,711470113",0,0,0,1,0,"27,849233333",0,"3,902533333",0,0,"14,100133333",0,1,0,0,"14,538","8,3",1071716,"30,95",73,-84,3889,5632,10450,"-0,042154567",1,,2,"0,064620355",236,4,0,4,"0,161550889",1,85,142,3,0,0,3816,5716,0,9,4630,"9,19",0,8,0,0,0,12,0,6,1,10214,0,,7,6,5,16,"0,164948454",0,"0,161550889","0,516962843",4629,-1
Pantheon,Akali,Kai'Sa,Renekton,Elise,Ezreal,WC,Wako,ADC,Red,2019-W,AHQ e-Sports Club,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1071716?gameHash=ef3dd4b5aa164f5e,G,5,0,"0,581583199",77,128,-2,-15,"9,176090468",3,"43758,363368056","0,319061272",15023,"485,395799677",0,"0,270924838","235,092730210",0,0,0,0,0,"27,849233333",1,"3,902533333",0,0,"14,100133333",0,1,0,0,"14,538","8,3",1071716,"30,95",388,-252,3563,5189,11058,"0,061329108",1,,0,0,280,4,0,4,"0,064620355",1,79,143,3,0,1,3175,5441,0,9,3502,"9,19",0,9,0,0,0,12,0,6,1,11340,0,,5,4,14,14,"0,144329897",0,"0,452342488","0,452342488",2961,-541
Pantheon,Akali,Kai'Sa,Renekton,Elise,Jarvan IV,WC,Alex,Jungle,Red,2019-W,AHQ e-Sports Club,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1071716?gameHash=ef3dd4b5aa164f5e,G,3,0,"0,581583199",52,84,0,8,"5,525040388",2,"43758,363368056","0,065286185",3074,"99,321486268",0,"0,212875792","184,721163166",0,0,0,0,0,"27,849233333",1,"3,902533333",0,0,"14,100133333",0,1,0,0,"14,538","8,3",1071716,"30,95",-78,72,3406,4829,9375,"0,089136490",1,,2,"0,064620355",36,135,0,100,"0,032310178",1,52,76,3,0,2,3484,4757,0,9,3562,"9,19",0,7,0,0,0,12,0,6,1,9781,0,,11,9,24,11,"0,113402062",0,"0,775444265","0,355411955",3133,-429
Pantheon,Akali,Kai'Sa,Renekton,Elise,Yuumi,WC,Ysera,Support,Red,2019-W,AHQ e-Sports Club,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1071716?gameHash=ef3dd4b5aa164f5e,G,6,0,"0,581583199",1,2,-1,-4,"0,193861066",2,"43758,363368056","0,161367739",7598,"245,492730210",0,"0,082665713","71,732471729",0,0,0,0,0,"27,849233333",1,"3,902533333",0,0,"14,100133333",0,1,0,0,"14,538","8,3",1071716,"30,95",-72,-562,2069,2922,5700,"-0,150101420",1,,0,0,6,0,0,0,"0,032310178",1,2,6,3,0,0,2141,3484,0,9,2478,"9,19",0,10,0,0,0,12,0,6,1,6284,0,,16,14,5,39,"0,402061856",0,"0,161550889","1,260096931",2543,65
Pantheon,Akali,Kai'Sa,Renekton,Elise,,WC,Team,Team,Red,2019-W,AHQ e-Sports Club,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT06/1071716?gameHash=ef3dd4b5aa164f5e,G,17,0,"0,581583199",303,494,4,-9,"30,016155089",12,"43758,363368056",,47085,"1521,324717286",,,"867,741518578",0,0,0,1,0,"27,849233333",1,"3,902533333",0,0,"14,100133333",0,1,0,0,"14,538","8,3",1071716,"30,95",-524,-2107,16115,23464,45933,"-0,073401422",1,"0,352941176",6,"0,193861066",786,143,0,108,"0,387722132",1,299,503,3,0,3,16639,25571,0,9,19197,"9,19",,200,,0,0,12,0,6,1,47176,,"0,533333333",45,39,54,97,1,0,"1,744749596","3,134087237",18024,-1173
